ID	Entity Type
ID	TYPE
owl:Thing	owl:Class
APOLLO_SV:00000145	owl:Class
APOLLO_SV:00000335	owl:Class
APOLLO_SV:00000336	owl:Class
BFO:0000050	owl:ObjectProperty
BFO:0000051	owl:ObjectProperty
BFO:0000053	owl:ObjectProperty
BFO:0000054	owl:ObjectProperty
BFO:0000055	owl:ObjectProperty
BFO:0000071	owl:ObjectProperty
BFO:0000073	owl:ObjectProperty
BFO:0000113	owl:ObjectProperty
BFO:0000127	owl:ObjectProperty
BFO:0000163	owl:ObjectProperty
BFO:0000179	owl:AnnotationProperty
BFO:0000180	owl:AnnotationProperty
GO:0003008	owl:Class
GO:0005488	owl:Class
GO:0005515	owl:Class
GO:0008150	owl:Class
GO:0019899	owl:Class
GO:0032501	owl:Class
GO:0050886	owl:Class
http://www.obofoundry.org/ro/ro.owl#has_part	owl:ObjectProperty
http://www.obofoundry.org/ro/ro.owl#has_proper_part	owl:ObjectProperty
IAO:0000003	owl:Class
IAO:0000009	owl:Class
IAO:0000039	owl:ObjectProperty
IAO:0000111	owl:AnnotationProperty
IAO:0000112	owl:AnnotationProperty
IAO:0000114	owl:AnnotationProperty
IAO:0000115	owl:AnnotationProperty
IAO:0000116	owl:AnnotationProperty
IAO:0000117	owl:AnnotationProperty
IAO:0000118	owl:AnnotationProperty
IAO:0000119	owl:AnnotationProperty
IAO:0000232	owl:AnnotationProperty
IAO:0000412	owl:AnnotationProperty
IAO:0000600	owl:AnnotationProperty
IAO:0000602	owl:AnnotationProperty
OBI:0000011	owl:Class
OBI:0000047	owl:Class
OBI:0000576	owl:Class
OBI:0001937	owl:DataProperty
OBI:0001938	owl:ObjectProperty
OBI:0100026	owl:Class
OGMS:0000090	owl:Class
PATO:0000125	owl:Class
PR:000000001	owl:Class
RO:0000052	owl:ObjectProperty
RO:0000053	owl:ObjectProperty
RO:0000056	owl:ObjectProperty
RO:0000057	owl:ObjectProperty
RO:0001900	owl:AnnotationProperty
RO:0002211	owl:ObjectProperty
UO:0000001	owl:Class
UO:0000002	owl:Class
UO:0000006	owl:Class
UO:0000022	owl:NamedIndividual
UO:0000051	owl:Class
UO:0000095	owl:Class
UO:0000105	owl:Class
UO:0000280	owl:Class
CHEBI:100241	owl:Class
CHEBI:12777	owl:Class
CHEBI:15854	owl:Class
CHEBI:17650	owl:Class
CHEBI:17698	owl:Class
CHEBI:17754	owl:Class
CHEBI:17833	owl:Class
CHEBI:18208	owl:Class
CHEBI:205919	owl:Class
CHEBI:22907	owl:Class
CHEBI:2453	owl:Class
CHEBI:2549	owl:Class
CHEBI:2666	owl:Class
CHEBI:2676	owl:Class
CHEBI:27470	owl:Class
CHEBI:27902	owl:Class
CHEBI:28971	owl:Class
CHEBI:29007	owl:Class
CHEBI:3077	owl:Class
CHEBI:33118	owl:Class
CHEBI:3534	owl:Class
CHEBI:3561	owl:Class
CHEBI:3638	owl:Class
CHEBI:3745	owl:Class
CHEBI:3764	owl:Class
CHEBI:41879	owl:Class
CHEBI:46081	owl:Class
CHEBI:4636	owl:Class
CHEBI:47381	owl:Class
CHEBI:487869	owl:Class
CHEBI:48923	owl:Class
CHEBI:49566	owl:Class
CHEBI:52010	owl:Class
CHEBI:6532	owl:Class
CHEBI:6704	owl:Class
CHEBI:6909	owl:Class
CHEBI:6923	owl:Class
CHEBI:7507	owl:Class
CHEBI:7660	owl:Class
CHEBI:7872	owl:Class
CHEBI:8378	owl:Class
CHEBI:8461	owl:Class
